UniProt_id,Reactome_id,URL,Description,Evidence Code,Species
P07339,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P07339,R-HSA-9018519,https://reactome.org/PathwayBrowser/#/R-HSA-9018519,Estrogen-dependent gene expression,TAS,Homo sapiens
P07357,R-HSA-166665,https://reactome.org/PathwayBrowser/#/R-HSA-166665,Terminal pathway of complement,TAS,Homo sapiens
P07357,R-HSA-977606,https://reactome.org/PathwayBrowser/#/R-HSA-977606,Regulation of Complement cascade,TAS,Homo sapiens
P07358,R-HSA-166665,https://reactome.org/PathwayBrowser/#/R-HSA-166665,Terminal pathway of complement,TAS,Homo sapiens
P07358,R-HSA-977606,https://reactome.org/PathwayBrowser/#/R-HSA-977606,Regulation of Complement cascade,TAS,Homo sapiens
P07359,R-HSA-140837,https://reactome.org/PathwayBrowser/#/R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,TAS,Homo sapiens
P07359,R-HSA-430116,https://reactome.org/PathwayBrowser/#/R-HSA-430116,GP1b-IX-V activation signalling,TAS,Homo sapiens
P07359,R-HSA-75892,https://reactome.org/PathwayBrowser/#/R-HSA-75892,Platelet Adhesion to exposed collagen,TAS,Homo sapiens
P07359,R-HSA-76009,https://reactome.org/PathwayBrowser/#/R-HSA-76009,Platelet Aggregation (Plug Formation),TAS,Homo sapiens
P07359,R-HSA-8936459,https://reactome.org/PathwayBrowser/#/R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,TAS,Homo sapiens
P07359,R-HSA-9673221,https://reactome.org/PathwayBrowser/#/R-HSA-9673221,Defective F9 activation,TAS,Homo sapiens
P07360,R-HSA-166665,https://reactome.org/PathwayBrowser/#/R-HSA-166665,Terminal pathway of complement,TAS,Homo sapiens
P07360,R-HSA-977606,https://reactome.org/PathwayBrowser/#/R-HSA-977606,Regulation of Complement cascade,TAS,Homo sapiens
P07384,R-HSA-1474228,https://reactome.org/PathwayBrowser/#/R-HSA-1474228,Degradation of the extracellular matrix,IEA,Homo sapiens
P07384,R-HSA-1474228,https://reactome.org/PathwayBrowser/#/R-HSA-1474228,Degradation of the extracellular matrix,TAS,Homo sapiens
P07384,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P07384,R-HSA-6809371,https://reactome.org/PathwayBrowser/#/R-HSA-6809371,Formation of the cornified envelope,TAS,Homo sapiens
P07384,R-HSA-8862803,https://reactome.org/PathwayBrowser/#/R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,TAS,Homo sapiens
P07384,R-HSA-8862803,https://reactome.org/PathwayBrowser/#/R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,IEA,Homo sapiens
P07437,R-HSA-2565942,https://reactome.org/PathwayBrowser/#/R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,TAS,Homo sapiens
P07437,R-HSA-380259,https://reactome.org/PathwayBrowser/#/R-HSA-380259,Loss of Nlp from mitotic centrosomes,TAS,Homo sapiens
P07437,R-HSA-380270,https://reactome.org/PathwayBrowser/#/R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,TAS,Homo sapiens
P07437,R-HSA-380284,https://reactome.org/PathwayBrowser/#/R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,TAS,Homo sapiens
P07437,R-HSA-380320,https://reactome.org/PathwayBrowser/#/R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,TAS,Homo sapiens
P07437,R-HSA-5620912,https://reactome.org/PathwayBrowser/#/R-HSA-5620912,Anchoring of the basal body to the plasma membrane,TAS,Homo sapiens
P07437,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P07437,R-HSA-8854518,https://reactome.org/PathwayBrowser/#/R-HSA-8854518,AURKA Activation by TPX2,TAS,Homo sapiens
P07437,R-HSA-9679191,https://reactome.org/PathwayBrowser/#/R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
P07451,R-HSA-1475029,https://reactome.org/PathwayBrowser/#/R-HSA-1475029,Reversible hydration of carbon dioxide,TAS,Homo sapiens
P07477,R-HSA-1592389,https://reactome.org/PathwayBrowser/#/R-HSA-1592389,Activation of Matrix Metalloproteinases,TAS,Homo sapiens
P07477,R-HSA-9758881,https://reactome.org/PathwayBrowser/#/R-HSA-9758881,Uptake of dietary cobalamins into enterocytes,TAS,Homo sapiens
P07478,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,Collagen degradation,TAS,Homo sapiens
P07478,R-HSA-1462054,https://reactome.org/PathwayBrowser/#/R-HSA-1462054,Alpha-defensins,TAS,Homo sapiens
P07478,R-HSA-1592389,https://reactome.org/PathwayBrowser/#/R-HSA-1592389,Activation of Matrix Metalloproteinases,TAS,Homo sapiens
P07478,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P07478,R-HSA-6803157,https://reactome.org/PathwayBrowser/#/R-HSA-6803157,Antimicrobial peptides,TAS,Homo sapiens
P07602,R-HSA-114608,https://reactome.org/PathwayBrowser/#/R-HSA-114608,Platelet degranulation ,TAS,Homo sapiens
P07602,R-HSA-1660662,https://reactome.org/PathwayBrowser/#/R-HSA-1660662,Glycosphingolipid metabolism,TAS,Homo sapiens
P07602,R-HSA-375276,https://reactome.org/PathwayBrowser/#/R-HSA-375276,Peptide ligand-binding receptors,TAS,Homo sapiens
P07602,R-HSA-418594,https://reactome.org/PathwayBrowser/#/R-HSA-418594,G alpha (i) signalling events,TAS,Homo sapiens
P07602,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P07711,R-HSA-1236977,https://reactome.org/PathwayBrowser/#/R-HSA-1236977,Endosomal/Vacuolar pathway,IEA,Homo sapiens
P07711,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,Collagen degradation,TAS,Homo sapiens
P07711,R-HSA-1474228,https://reactome.org/PathwayBrowser/#/R-HSA-1474228,Degradation of the extracellular matrix,TAS,Homo sapiens
P07711,R-HSA-1679131,https://reactome.org/PathwayBrowser/#/R-HSA-1679131,Trafficking and processing of endosomal TLR,TAS,Homo sapiens
P07711,R-HSA-2022090,https://reactome.org/PathwayBrowser/#/R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,TAS,Homo sapiens
P07711,R-HSA-2132295,https://reactome.org/PathwayBrowser/#/R-HSA-2132295,MHC class II antigen presentation,TAS,Homo sapiens
P07711,R-HSA-8939242,https://reactome.org/PathwayBrowser/#/R-HSA-8939242,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,TAS,Homo sapiens
P07711,R-HSA-9678110,https://reactome.org/PathwayBrowser/#/R-HSA-9678110,Attachment and Entry,TAS,Homo sapiens
P07711,R-HSA-9694614,https://reactome.org/PathwayBrowser/#/R-HSA-9694614,Attachment and Entry,TAS,Homo sapiens
P07737,R-HSA-114608,https://reactome.org/PathwayBrowser/#/R-HSA-114608,Platelet degranulation ,IEA,Homo sapiens
P07737,R-HSA-376176,https://reactome.org/PathwayBrowser/#/R-HSA-376176,Signaling by ROBO receptors,TAS,Homo sapiens
P07737,R-HSA-4086400,https://reactome.org/PathwayBrowser/#/R-HSA-4086400,PCP/CE pathway,TAS,Homo sapiens
P07737,R-HSA-5663220,https://reactome.org/PathwayBrowser/#/R-HSA-5663220,RHO GTPases Activate Formins,TAS,Homo sapiens
P07737,R-HSA-5663220,https://reactome.org/PathwayBrowser/#/R-HSA-5663220,RHO GTPases Activate Formins,IEA,Homo sapiens
P07738,R-HSA-70171,https://reactome.org/PathwayBrowser/#/R-HSA-70171,Glycolysis,TAS,Homo sapiens
P07814,R-HSA-2408522,https://reactome.org/PathwayBrowser/#/R-HSA-2408522,Selenoamino acid metabolism,IEA,Homo sapiens
P07814,R-HSA-379716,https://reactome.org/PathwayBrowser/#/R-HSA-379716,Cytosolic tRNA aminoacylation,TAS,Homo sapiens
P07814,R-HSA-6782315,https://reactome.org/PathwayBrowser/#/R-HSA-6782315,tRNA modification in the nucleus and cytosol,IEA,Homo sapiens
P07858,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,Collagen degradation,TAS,Homo sapiens
P07858,R-HSA-1679131,https://reactome.org/PathwayBrowser/#/R-HSA-1679131,Trafficking and processing of endosomal TLR,TAS,Homo sapiens
P07858,R-HSA-2022090,https://reactome.org/PathwayBrowser/#/R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,TAS,Homo sapiens
P07858,R-HSA-2132295,https://reactome.org/PathwayBrowser/#/R-HSA-2132295,MHC class II antigen presentation,TAS,Homo sapiens
P07858,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P07900,R-HSA-1227986,https://reactome.org/PathwayBrowser/#/R-HSA-1227986,Signaling by ERBB2,TAS,Homo sapiens
P07900,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,TAS,Homo sapiens
P07900,R-HSA-1474151,https://reactome.org/PathwayBrowser/#/R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",TAS,Homo sapiens
P07900,R-HSA-168928,https://reactome.org/PathwayBrowser/#/R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,TAS,Homo sapiens
P07900,R-HSA-192905,https://reactome.org/PathwayBrowser/#/R-HSA-192905,vRNP Assembly,TAS,Homo sapiens
P07900,R-HSA-2029482,https://reactome.org/PathwayBrowser/#/R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS,Homo sapiens
P07900,R-HSA-203615,https://reactome.org/PathwayBrowser/#/R-HSA-203615,eNOS activation,TAS,Homo sapiens
P07900,R-HSA-2565942,https://reactome.org/PathwayBrowser/#/R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,TAS,Homo sapiens
P07900,R-HSA-3000484,https://reactome.org/PathwayBrowser/#/R-HSA-3000484,Scavenging by Class F Receptors,TAS,Homo sapiens
P07900,R-HSA-3000484,https://reactome.org/PathwayBrowser/#/R-HSA-3000484,Scavenging by Class F Receptors,IEA,Homo sapiens
P07900,R-HSA-3371497,https://reactome.org/PathwayBrowser/#/R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
P07900,R-HSA-3371511,https://reactome.org/PathwayBrowser/#/R-HSA-3371511,HSF1 activation,TAS,Homo sapiens
P07900,R-HSA-3371568,https://reactome.org/PathwayBrowser/#/R-HSA-3371568,Attenuation phase,TAS,Homo sapiens
P07900,R-HSA-3371571,https://reactome.org/PathwayBrowser/#/R-HSA-3371571,HSF1-dependent transactivation,TAS,Homo sapiens
P07900,R-HSA-380259,https://reactome.org/PathwayBrowser/#/R-HSA-380259,Loss of Nlp from mitotic centrosomes,TAS,Homo sapiens
P07900,R-HSA-380270,https://reactome.org/PathwayBrowser/#/R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,TAS,Homo sapiens
P07900,R-HSA-380284,https://reactome.org/PathwayBrowser/#/R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,TAS,Homo sapiens
P07900,R-HSA-380320,https://reactome.org/PathwayBrowser/#/R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,TAS,Homo sapiens
P07900,R-HSA-399954,https://reactome.org/PathwayBrowser/#/R-HSA-399954,Sema3A PAK dependent Axon repulsion,TAS,Homo sapiens
P07900,R-HSA-4420097,https://reactome.org/PathwayBrowser/#/R-HSA-4420097,VEGFA-VEGFR2 Pathway,TAS,Homo sapiens
P07900,R-HSA-4420097,https://reactome.org/PathwayBrowser/#/R-HSA-4420097,VEGFA-VEGFR2 Pathway,IEA,Homo sapiens
P07900,R-HSA-5218920,https://reactome.org/PathwayBrowser/#/R-HSA-5218920,VEGFR2 mediated vascular permeability,TAS,Homo sapiens
P07900,R-HSA-5336415,https://reactome.org/PathwayBrowser/#/R-HSA-5336415,Uptake and function of diphtheria toxin,TAS,Homo sapiens
P07900,R-HSA-5601884,https://reactome.org/PathwayBrowser/#/R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,IEA,Homo sapiens
P07900,R-HSA-5620912,https://reactome.org/PathwayBrowser/#/R-HSA-5620912,Anchoring of the basal body to the plasma membrane,TAS,Homo sapiens
P07900,R-HSA-5637810,https://reactome.org/PathwayBrowser/#/R-HSA-5637810,Constitutive Signaling by EGFRvIII,TAS,Homo sapiens
P07900,R-HSA-5675482,https://reactome.org/PathwayBrowser/#/R-HSA-5675482,Regulation of necroptotic cell death,TAS,Homo sapiens
P07900,R-HSA-6785807,https://reactome.org/PathwayBrowser/#/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,TAS,Homo sapiens
P07900,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P07900,R-HSA-8852276,https://reactome.org/PathwayBrowser/#/R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,TAS,Homo sapiens
P07900,R-HSA-8854518,https://reactome.org/PathwayBrowser/#/R-HSA-8854518,AURKA Activation by TPX2,TAS,Homo sapiens
P07900,R-HSA-8863795,https://reactome.org/PathwayBrowser/#/R-HSA-8863795,Downregulation of ERBB2 signaling,TAS,Homo sapiens
P07900,R-HSA-8939211,https://reactome.org/PathwayBrowser/#/R-HSA-8939211,ESR-mediated signaling,TAS,Homo sapiens
P07900,R-HSA-9009391,https://reactome.org/PathwayBrowser/#/R-HSA-9009391,Extra-nuclear estrogen signaling,TAS,Homo sapiens
P07900,R-HSA-9013418,https://reactome.org/PathwayBrowser/#/R-HSA-9013418,RHOBTB2 GTPase cycle,TAS,Homo sapiens
P07900,R-HSA-9018519,https://reactome.org/PathwayBrowser/#/R-HSA-9018519,Estrogen-dependent gene expression,TAS,Homo sapiens
P07900,R-HSA-9613829,https://reactome.org/PathwayBrowser/#/R-HSA-9613829,Chaperone Mediated Autophagy,IEA,Homo sapiens
P07900,R-HSA-9634285,https://reactome.org/PathwayBrowser/#/R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,TAS,Homo sapiens
P07900,R-HSA-9646399,https://reactome.org/PathwayBrowser/#/R-HSA-9646399,Aggrephagy,IEA,Homo sapiens
P07900,R-HSA-9652282,https://reactome.org/PathwayBrowser/#/R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling,TAS,Homo sapiens
P07900,R-HSA-9664565,https://reactome.org/PathwayBrowser/#/R-HSA-9664565,Signaling by ERBB2 KD Mutants,TAS,Homo sapiens
P07900,R-HSA-9665233,https://reactome.org/PathwayBrowser/#/R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab,TAS,Homo sapiens
P07900,R-HSA-9665244,https://reactome.org/PathwayBrowser/#/R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib,TAS,Homo sapiens
P07900,R-HSA-9665245,https://reactome.org/PathwayBrowser/#/R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib,TAS,Homo sapiens
P07900,R-HSA-9665246,https://reactome.org/PathwayBrowser/#/R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib,TAS,Homo sapiens
P07900,R-HSA-9665247,https://reactome.org/PathwayBrowser/#/R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib,TAS,Homo sapiens
P07900,R-HSA-9665249,https://reactome.org/PathwayBrowser/#/R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib,TAS,Homo sapiens
P07900,R-HSA-9665250,https://reactome.org/PathwayBrowser/#/R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788,TAS,Homo sapiens
P07900,R-HSA-9665251,https://reactome.org/PathwayBrowser/#/R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib,TAS,Homo sapiens
P07900,R-HSA-9665348,https://reactome.org/PathwayBrowser/#/R-HSA-9665348,Signaling by ERBB2 ECD mutants,TAS,Homo sapiens
P07900,R-HSA-9665686,https://reactome.org/PathwayBrowser/#/R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,TAS,Homo sapiens
P07900,R-HSA-9665737,https://reactome.org/PathwayBrowser/#/R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,TAS,Homo sapiens
P07900,R-HSA-9679191,https://reactome.org/PathwayBrowser/#/R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
P07900,R-HSA-9705671,https://reactome.org/PathwayBrowser/#/R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,TAS,Homo sapiens
P07910,R-HSA-4570464,https://reactome.org/PathwayBrowser/#/R-HSA-4570464,SUMOylation of RNA binding proteins,TAS,Homo sapiens
P07910,R-HSA-72163,https://reactome.org/PathwayBrowser/#/R-HSA-72163,mRNA Splicing - Major Pathway,TAS,Homo sapiens
P07910,R-HSA-72203,https://reactome.org/PathwayBrowser/#/R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,TAS,Homo sapiens
P07910,R-HSA-9013418,https://reactome.org/PathwayBrowser/#/R-HSA-9013418,RHOBTB2 GTPase cycle,TAS,Homo sapiens
P07910,R-HSA-9013422,https://reactome.org/PathwayBrowser/#/R-HSA-9013422,RHOBTB1 GTPase cycle,TAS,Homo sapiens
P07942,R-HSA-1474228,https://reactome.org/PathwayBrowser/#/R-HSA-1474228,Degradation of the extracellular matrix,IEA,Homo sapiens
P07942,R-HSA-3000157,https://reactome.org/PathwayBrowser/#/R-HSA-3000157,Laminin interactions,IEA,Homo sapiens
P07942,R-HSA-3000157,https://reactome.org/PathwayBrowser/#/R-HSA-3000157,Laminin interactions,TAS,Homo sapiens
P07942,R-HSA-3000171,https://reactome.org/PathwayBrowser/#/R-HSA-3000171,Non-integrin membrane-ECM interactions,IEA,Homo sapiens
P07942,R-HSA-3000178,https://reactome.org/PathwayBrowser/#/R-HSA-3000178,ECM proteoglycans,IEA,Homo sapiens
P07942,R-HSA-373760,https://reactome.org/PathwayBrowser/#/R-HSA-373760,L1CAM interactions,IEA,Homo sapiens
P07942,R-HSA-381426,https://reactome.org/PathwayBrowser/#/R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),TAS,Homo sapiens
P07942,R-HSA-8874081,https://reactome.org/PathwayBrowser/#/R-HSA-8874081,MET activates PTK2 signaling,TAS,Homo sapiens
P07942,R-HSA-8957275,https://reactome.org/PathwayBrowser/#/R-HSA-8957275,Post-translational protein phosphorylation,TAS,Homo sapiens
P07942,R-HSA-9619665,https://reactome.org/PathwayBrowser/#/R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,IEA,Homo sapiens
P07951,R-HSA-390522,https://reactome.org/PathwayBrowser/#/R-HSA-390522,Striated Muscle Contraction,TAS,Homo sapiens
P07951,R-HSA-445355,https://reactome.org/PathwayBrowser/#/R-HSA-445355,Smooth Muscle Contraction,TAS,Homo sapiens
P07954,R-HSA-71403,https://reactome.org/PathwayBrowser/#/R-HSA-71403,Citric acid cycle (TCA cycle),TAS,Homo sapiens
P07988,R-HSA-5683826,https://reactome.org/PathwayBrowser/#/R-HSA-5683826,Surfactant metabolism,TAS,Homo sapiens
P07988,R-HSA-5688031,https://reactome.org/PathwayBrowser/#/R-HSA-5688031,Defective pro-SFTPB causes SMDP1 and RDS,TAS,Homo sapiens
P07988,R-HSA-5688849,https://reactome.org/PathwayBrowser/#/R-HSA-5688849,Defective CSF2RB causes SMDP5,TAS,Homo sapiens
P07988,R-HSA-5688890,https://reactome.org/PathwayBrowser/#/R-HSA-5688890,Defective CSF2RA causes SMDP4,TAS,Homo sapiens
P07996,R-HSA-114608,https://reactome.org/PathwayBrowser/#/R-HSA-114608,Platelet degranulation ,TAS,Homo sapiens
P07996,R-HSA-186797,https://reactome.org/PathwayBrowser/#/R-HSA-186797,Signaling by PDGF,TAS,Homo sapiens
P07996,R-HSA-216083,https://reactome.org/PathwayBrowser/#/R-HSA-216083,Integrin cell surface interactions,TAS,Homo sapiens
P07996,R-HSA-3000170,https://reactome.org/PathwayBrowser/#/R-HSA-3000170,Syndecan interactions,IEA,Homo sapiens
P07996,R-HSA-5083635,https://reactome.org/PathwayBrowser/#/R-HSA-5083635,Defective B3GALTL causes PpS,TAS,Homo sapiens
P07996,R-HSA-5173214,https://reactome.org/PathwayBrowser/#/R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,TAS,Homo sapiens
P07996,R-HSA-8936459,https://reactome.org/PathwayBrowser/#/R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,TAS,Homo sapiens
P07998,R-HSA-9613829,https://reactome.org/PathwayBrowser/#/R-HSA-9613829,Chaperone Mediated Autophagy,IEA,Homo sapiens
P07998,R-HSA-9615710,https://reactome.org/PathwayBrowser/#/R-HSA-9615710,Late endosomal microautophagy,IEA,Homo sapiens
P08123,R-HSA-114604,https://reactome.org/PathwayBrowser/#/R-HSA-114604,GPVI-mediated activation cascade,TAS,Homo sapiens
P08123,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,Collagen degradation,IEA,Homo sapiens
P08123,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,Collagen degradation,TAS,Homo sapiens
P08123,R-HSA-1474244,https://reactome.org/PathwayBrowser/#/R-HSA-1474244,Extracellular matrix organization,TAS,Homo sapiens
P08123,R-HSA-1650814,https://reactome.org/PathwayBrowser/#/R-HSA-1650814,Collagen biosynthesis and modifying enzymes,TAS,Homo sapiens
P08123,R-HSA-198933,https://reactome.org/PathwayBrowser/#/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS,Homo sapiens
P08123,R-HSA-2022090,https://reactome.org/PathwayBrowser/#/R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,TAS,Homo sapiens
P08123,R-HSA-202733,https://reactome.org/PathwayBrowser/#/R-HSA-202733,Cell surface interactions at the vascular wall,TAS,Homo sapiens
P08123,R-HSA-216083,https://reactome.org/PathwayBrowser/#/R-HSA-216083,Integrin cell surface interactions,TAS,Homo sapiens
P08123,R-HSA-216083,https://reactome.org/PathwayBrowser/#/R-HSA-216083,Integrin cell surface interactions,IEA,Homo sapiens
P08123,R-HSA-2173796,https://reactome.org/PathwayBrowser/#/R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,TAS,Homo sapiens
P08123,R-HSA-2214320,https://reactome.org/PathwayBrowser/#/R-HSA-2214320,Anchoring fibril formation,TAS,Homo sapiens
P08123,R-HSA-2243919,https://reactome.org/PathwayBrowser/#/R-HSA-2243919,Crosslinking of collagen fibrils,TAS,Homo sapiens
P08123,R-HSA-3000170,https://reactome.org/PathwayBrowser/#/R-HSA-3000170,Syndecan interactions,IEA,Homo sapiens
P08123,R-HSA-3000171,https://reactome.org/PathwayBrowser/#/R-HSA-3000171,Non-integrin membrane-ECM interactions,TAS,Homo sapiens
P08123,R-HSA-3000178,https://reactome.org/PathwayBrowser/#/R-HSA-3000178,ECM proteoglycans,TAS,Homo sapiens
P08123,R-HSA-3000178,https://reactome.org/PathwayBrowser/#/R-HSA-3000178,ECM proteoglycans,IEA,Homo sapiens
P08123,R-HSA-3000480,https://reactome.org/PathwayBrowser/#/R-HSA-3000480,Scavenging by Class A Receptors,IEA,Homo sapiens
P08123,R-HSA-430116,https://reactome.org/PathwayBrowser/#/R-HSA-430116,GP1b-IX-V activation signalling,TAS,Homo sapiens
P08123,R-HSA-6785807,https://reactome.org/PathwayBrowser/#/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,TAS,Homo sapiens
P08123,R-HSA-75892,https://reactome.org/PathwayBrowser/#/R-HSA-75892,Platelet Adhesion to exposed collagen,IEA,Homo sapiens
P08123,R-HSA-75892,https://reactome.org/PathwayBrowser/#/R-HSA-75892,Platelet Adhesion to exposed collagen,TAS,Homo sapiens
P08123,R-HSA-76009,https://reactome.org/PathwayBrowser/#/R-HSA-76009,Platelet Aggregation (Plug Formation),TAS,Homo sapiens
P08123,R-HSA-8874081,https://reactome.org/PathwayBrowser/#/R-HSA-8874081,MET activates PTK2 signaling,TAS,Homo sapiens
P08123,R-HSA-8948216,https://reactome.org/PathwayBrowser/#/R-HSA-8948216,Collagen chain trimerization,TAS,Homo sapiens
P08174,R-HSA-373080,https://reactome.org/PathwayBrowser/#/R-HSA-373080,Class B/2 (Secretin family receptors),TAS,Homo sapiens
P08174,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P08174,R-HSA-6807878,https://reactome.org/PathwayBrowser/#/R-HSA-6807878,COPI-mediated anterograde transport,TAS,Homo sapiens
P08174,R-HSA-977606,https://reactome.org/PathwayBrowser/#/R-HSA-977606,Regulation of Complement cascade,TAS,Homo sapiens
P08185,R-HSA-194002,https://reactome.org/PathwayBrowser/#/R-HSA-194002,Glucocorticoid biosynthesis,TAS,Homo sapiens
P08195,R-HSA-210991,https://reactome.org/PathwayBrowser/#/R-HSA-210991,Basigin interactions,TAS,Homo sapiens
P08195,R-HSA-352230,https://reactome.org/PathwayBrowser/#/R-HSA-352230,Amino acid transport across the plasma membrane,TAS,Homo sapiens
P08195,R-HSA-5660862,https://reactome.org/PathwayBrowser/#/R-HSA-5660862,Defective SLC7A7 causes lysinuric protein intolerance (LPI),TAS,Homo sapiens
P08195,R-HSA-71240,https://reactome.org/PathwayBrowser/#/R-HSA-71240,Tryptophan catabolism,TAS,Homo sapiens
P08238,R-HSA-168928,https://reactome.org/PathwayBrowser/#/R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,TAS,Homo sapiens
P08238,R-HSA-2029482,https://reactome.org/PathwayBrowser/#/R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS,Homo sapiens
P08238,R-HSA-3371497,https://reactome.org/PathwayBrowser/#/R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
P08238,R-HSA-3371511,https://reactome.org/PathwayBrowser/#/R-HSA-3371511,HSF1 activation,TAS,Homo sapiens
P08238,R-HSA-3371568,https://reactome.org/PathwayBrowser/#/R-HSA-3371568,Attenuation phase,TAS,Homo sapiens
P08238,R-HSA-3371571,https://reactome.org/PathwayBrowser/#/R-HSA-3371571,HSF1-dependent transactivation,TAS,Homo sapiens
P08238,R-HSA-399954,https://reactome.org/PathwayBrowser/#/R-HSA-399954,Sema3A PAK dependent Axon repulsion,TAS,Homo sapiens
P08238,R-HSA-5336415,https://reactome.org/PathwayBrowser/#/R-HSA-5336415,Uptake and function of diphtheria toxin,TAS,Homo sapiens
P08238,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P08238,R-HSA-844456,https://reactome.org/PathwayBrowser/#/R-HSA-844456,The NLRP3 inflammasome,TAS,Homo sapiens
P08238,R-HSA-8852276,https://reactome.org/PathwayBrowser/#/R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,TAS,Homo sapiens
P08238,R-HSA-8937144,https://reactome.org/PathwayBrowser/#/R-HSA-8937144,Aryl hydrocarbon receptor signalling,TAS,Homo sapiens
